row_index,id,name,change_name_to,primary_search_term,fallback_search_term,existing_price_min,existing_price_max,will_crawl,reason
114,gc-8894492ab1a6,남안동C.C,남안동CC,남안동,남안동C.C,,,yes,included_in_csv_row_order
115,gc-ddc7e02567ba,구미C.C,구미CC,구미,구미C.C,,,yes,included_in_csv_row_order
116,gc-f7e7bf534d31,영천C.C,오션힐스 영천CC,오션힐스 영천,영천C.C,,,yes,included_in_csv_row_order
117,gc-206bb0d5628c,시엘G.C,시엘GC,시엘,시엘G.C,,,yes,included_in_csv_row_order
118,gc-77f7a5893fb0,문경레저타운골프장,문경GC,문경,문경레저타운골프장,,,yes,included_in_csv_row_order
119,gc-fe29a1584040,대구C.C,대구컨트리클럽,대구,대구C.C,,,yes,included_in_csv_row_order
120,gc-c781c317ede3,오션비치C.C,오션비치 골프앤리조트,오션비치 골프앤,오션비치C.C,,,yes,included_in_csv_row_order
121,gc-911caf331754,그레이스C.C,그레이스CC,그레이스,그레이스C.C,,,yes,included_in_csv_row_order
122,gc-0665bc0c6cce,유니밸리C.C,고령유니밸리CC,고령유니밸리,유니밸리C.C,,,yes,included_in_csv_row_order
123,gc-e2e76f635c4a,세븐밸리C.C,세븐밸리CC,세븐밸리,세븐밸리C.C,,,yes,included_in_csv_row_order
124,gc-bc41a2489944,칠곡아이위시C.C,칠곡아이위시CC,칠곡아이위시,칠곡아이위시C.C,80000,140000,yes,included_in_csv_row_order_even_with_existing_price
125,gc-7b483fb0f2d1,이지스카이컨트리클럽,이지스카이 골프클럽,이지스카이,이지스카이컨트리클럽,,,yes,included_in_csv_row_order
126,gc-4906278997cc,대덕복지센터,사이언스대덕골프장,사이언스대덕,대덕복지센터,,,yes,included_in_csv_row_order
127,gc-de756338755f,해라컨트리클럽,해라CC,해라,해라컨트리클럽,,,yes,included_in_csv_row_order
128,gc-9407b216837c,더골프골프장,골프존카운티 더골프,골프존카운티 더골프,더골프골프장,,,yes,included_in_csv_row_order
129,gc-349a94f1be3f,세이지우드 여수경도,세이지우드CC 여수경도,세이지우드CC 여수경도,세이지우드 여수경도,,,yes,included_in_csv_row_order
130,gc-dcb20414b48e,나주CC,나주CC,나주,나주CC,,,yes,included_in_csv_row_order
131,gc-050aa8bd6c6f,오시아노골프클럽,파인비치,파인비치,오시아노골프클럽,,,yes,included_in_csv_row_order
132,gc-5085ddf672a6,cosmos 1,코스모스링스(폐업),코스모스링스(폐업),cosmos 1,,,yes,included_in_csv_row_order
133,gc-3355d2573fd4,에콜리안영광골프장,에콜리안영광CC,에콜리안영광,에콜리안영광골프장,,,yes,included_in_csv_row_order
134,gc-667fefd06c3f,푸른솔 골프클럽,푸른솔GC 장성,푸른솔GC 장성,푸른솔 골프클럽,,,yes,included_in_csv_row_order
135,gc-14ba1ad9ac28,군산CC,군산CC,군산,군산CC,,,yes,included_in_csv_row_order
136,gc-7e17709a629a,상떼힐CC,익산컨트리클럽,익산,상떼힐CC,,,yes,included_in_csv_row_order
137,gc-236bf8a0310c,에스페란사GC,에스페란사GC,에스페란사,에스페란사GC,35000,40000,yes,included_in_csv_row_order_even_with_existing_price
138,gc-6d34f609ed90,금과골프장,금과골프장,금과,금과골프장,,,yes,included_in_csv_row_order
139,gc-fd40b7bf3b76,디케이레저,순창CC,순창,디케이레저,,,yes,included_in_csv_row_order
140,gc-7d2ed71b8086,그린필드GC,그린필드GC,그린필드,그린필드GC,137000,167000,yes,included_in_csv_row_order_even_with_existing_price
141,gc-7860808d29d1,테디밸리,테디밸리CC,테디밸리,테디밸리,,,yes,included_in_csv_row_order
142,gc-cf50ab88350d,㈜그랜드부민 꿈드림목장,제주힐CC(폐업),제주힐CC(폐업),㈜그랜드부민 꿈드림목장,,,yes,included_in_csv_row_order
143,gc-ad576aa399b4,아덴힐,아덴힐CC,아덴힐,아덴힐,,,yes,included_in_csv_row_order
144,gc-baa4851e3f89,플라자CC,플라자CC 제주,플라자CC 제주,플라자CC,,,yes,included_in_csv_row_order
145,gc-2372496c2665,스프링데일,스프링데일CC,스프링데일,스프링데일,,,yes,included_in_csv_row_order
146,gc-af1917ce6948,샤인빌파크CC,샤인빌파크 컨트리클럽,샤인빌파크,샤인빌파크CC,,,yes,included_in_csv_row_order
147,gc-46caa66a0c89,골드리버CC,골드리버CC,골드리버,골드리버CC,,,yes,included_in_csv_row_order
148,gc-25f812ff383a,계룡산골프장,계룡산골프클럽,계룡산,계룡산골프장,,,yes,included_in_csv_row_order
149,gc-5df84bcc3bd5,플라밍고C.C,플라밍고CC,플라밍고,플라밍고C.C,,,yes,included_in_csv_row_order
150,gc-b21ce78f76ca,골든베이골프&리조트,골든베이골프앤리조트,골든베이골프앤,골든베이골프&리조트,,,yes,included_in_csv_row_order
151,gc-2abf3143e489,스톤비치컨트리클럽,스톤비치컨트리클럽,스톤비치,스톤비치컨트리클럽,60000,120000,yes,included_in_csv_row_order_even_with_existing_price
152,gc-d0e3ce523b5f,레인보우힐스,레인보우힐스CC,레인보우힐스,레인보우힐스,,,yes,included_in_csv_row_order
153,gc-c5f55ef01f20,로얄포레cc,로얄포레cc,로얄포레,로얄포레cc,69000,139000,yes,included_in_csv_row_order_even_with_existing_price
154,gc-ab79864b5bdf,모나크cc,모나크CC,모나크,모나크cc,,,yes,included_in_csv_row_order
155,gc-5384133fb9bc,가야컨트리클럽 (회원제),가야CC(회원제),가야,가야컨트리클럽 (회원제),,,yes,included_in_csv_row_order
156,gc-9bd0f98bfdee,가야컨트리클럽 (대중제),가야CC(퍼블릭),가야,가야컨트리클럽 (대중제),,,yes,included_in_csv_row_order
157,gc-49a45667bbb1,힐마루컨트리클럽 (회원제),힐마루CC(회원제),힐마루,힐마루컨트리클럽 (회원제),,,yes,included_in_csv_row_order
158,gc-1636db0b5c9f,오션힐스포항C.C (회원제),오션힐스 포항CC(회원제),오션힐스 포항,오션힐스포항C.C (회원제),130000,230000,yes,included_in_csv_row_order_even_with_existing_price
159,gc-28ff72e3fac8,서라벌G.C,서라벌GC,서라벌,서라벌G.C,100000,180000,yes,included_in_csv_row_order_even_with_existing_price
160,gc-783a937fe067,엠스클럽의성,엠스클럽 의성 CC,엠스클럽 의성,엠스클럽의성,110000,170000,yes,included_in_csv_row_order_even_with_existing_price
161,gc-044a801a85d5,골드레이크CC (대중제),골드레이크CC (퍼블릭),골드레이크,골드레이크CC (대중제),85000,200000,yes,included_in_csv_row_order_even_with_existing_price
162,gc-990342c1d90c,골드레이크CC (회원제),골드레이크CC (회원제),골드레이크,골드레이크CC (회원제),85000,200000,yes,included_in_csv_row_order_even_with_existing_price
163,gc-660ffc0f1f8d,해피니스CC (회원제),해피니스CC,해피니스,해피니스CC (회원제),65000,165000,yes,included_in_csv_row_order_even_with_existing_price
164,gc-7c780d37c946,태인CC,태인CC(18홀),태인CC(18홀),태인CC,100000,175000,yes,included_in_csv_row_order_even_with_existing_price
165,gc-48b0d3b9c2cb,엘리시안제주 (대중제),엘리시안제주(퍼블릭),엘리시안제주,엘리시안제주 (대중제),,,yes,included_in_csv_row_order
166,gc-81f3ec25ee6f,에버리스CC (회원제),에버리스GR(회원제),에버리스GR,에버리스CC (회원제),130000,160000,yes,included_in_csv_row_order_even_with_existing_price
167,gc-404df8588434,아난티클럽제주 (회원제),아난티클럽제주(회원제),아난티클럽제주,아난티클럽제주 (회원제),,,yes,included_in_csv_row_order
168,gc-0654fd7fa764,캐슬렉스제주 (회원제),캐슬렉스제주(회원제),캐슬렉스제주,캐슬렉스제주 (회원제),200000,270000,yes,included_in_csv_row_order_even_with_existing_price
169,gc-e51deb9a5cbf,해비치CC (회원제),해비치CC(회원제),해비치,해비치CC (회원제),110000,212000,yes,included_in_csv_row_order_even_with_existing_price
170,gc-834f306ba4e2,롯데스카이힐제주 (회원제),롯데스카이힐제주CC(회원제),롯데스카이힐제주,롯데스카이힐제주 (회원제),110000,180000,yes,included_in_csv_row_order_even_with_existing_price
171,gc-85e4c645a34a,사이프러스골프 (회원제),사이프러스 골프앤리조트(회원제),사이프러스 골프앤,사이프러스골프 (회원제),145000,200000,yes,included_in_csv_row_order_even_with_existing_price
172,gc-4365b50502ef,사이프러스골프 (대중제),사이프러스 골프앤리조트(퍼블릭),사이프러스 골프앤,사이프러스골프 (대중제),,,yes,included_in_csv_row_order
173,gc-029535a99281,나인브릿지 (회원제),나인브릿지CC(회원제),나인브릿지,나인브릿지 (회원제),,,yes,included_in_csv_row_order
174,gc-41a0194846f8,SK핀크스 (회원제),핀크스GC(회원제),핀크스,SK핀크스 (회원제),,,yes,included_in_csv_row_order
175,gc-b825d1073c5d,SK핀크스 (대중제),핀크스GC(퍼블릭),핀크스,SK핀크스 (대중제),,,yes,included_in_csv_row_order
176,gc-18f9f355721d,라데나골프클럽,,라데나,라데나골프클럽,250000,270000,yes,included_in_csv_row_order_even_with_existing_price
177,gc-669d8ad13333,엘리시안 강촌컨트리클럽,엘리시안강촌CC,엘리시안강촌,엘리시안 강촌컨트리클럽,,,yes,included_in_csv_row_order
178,gc-5acca8d60a68,제이드팰리스 골프클럽,,제이드팰리스,제이드팰리스 골프클럽,,,yes,included_in_csv_row_order
179,gc-fa1419df8b1e,남춘천컨트리클럽,남춘천CC,남춘천,남춘천컨트리클럽,,,yes,included_in_csv_row_order
180,gc-3526f59318a4,휘슬링락컨트리클럽,휘슬링락CC,휘슬링락,휘슬링락컨트리클럽,,,yes,included_in_csv_row_order
181,gc-3ae54b5361c3,오너스골프클럽,오너스GC,오너스,오너스골프클럽,150000,250000,yes,included_in_csv_row_order_even_with_existing_price
182,gc-9e436bbbf364,파가니카컨트리클럽,세레니티강촌CC,세레니티강촌,파가니카컨트리클럽,,,yes,included_in_csv_row_order
183,gc-6b8298356e4e,로드힐스골프클럽,,로드힐스,로드힐스골프클럽,,,yes,included_in_csv_row_order
184,gc-a78a36b9d428,라비에벨컨트리클럽,라비에벨CC,라비에벨,라비에벨컨트리클럽,,,yes,included_in_csv_row_order
185,gc-d7a401a860d3,베어크리크 춘천,,베어크리크 춘천,베어크리크 춘천,,,yes,included_in_csv_row_order
186,gc-920a66bac706,센추리21컨트리클럽,센추리21CC,센추리21,센추리21컨트리클럽,,,yes,included_in_csv_row_order
187,gc-52110494ceac,파크밸리골프클럽,파크밸리GC,파크밸리,파크밸리골프클럽,129000,149000,yes,included_in_csv_row_order_even_with_existing_price
188,gc-cbe46e8a03a2,인터불고원주골프클럽,인터불고원주GC,인터불고원주,인터불고원주골프클럽,30000,119000,yes,included_in_csv_row_order_even_with_existing_price
189,gc-aca146079a3b,오로라 골프 앤 리조트,오로라cc,오로라,오로라 골프 앤 리조트,,,yes,included_in_csv_row_order
190,gc-076abf5ece38,샌드파인골프클럽,샌드파인GC,샌드파인,샌드파인골프클럽,,,yes,included_in_csv_row_order
191,gc-5b16502994d3,O2리조트 골프장,오투리조트CC,오투리조트,O2리조트 골프장,,,yes,included_in_csv_row_order
192,gc-716535d8799a,설악프라자컨트리클럽,플라자CC 설악,플라자CC 설악,설악프라자컨트리클럽,168000,168000,yes,included_in_csv_row_order_even_with_existing_price
193,gc-d4f47a219511,영랑호컨트리클럽,영랑호CC,영랑호,영랑호컨트리클럽,,,yes,included_in_csv_row_order
194,gc-5d96ff075544,파인밸리컨트리클럽,파인밸리CC,파인밸리,파인밸리컨트리클럽,145000,145000,yes,included_in_csv_row_order_even_with_existing_price
195,gc-788ff880fb4f,블랙밸리컨트리클럽,블랙밸리CC,블랙밸리,블랙밸리컨트리클럽,90000,130000,yes,included_in_csv_row_order_even_with_existing_price
196,gc-3447dbe87ddc,비콘힐스골프클럽,비콘힐스cc,비콘힐스,비콘힐스골프클럽,135000,155000,yes,included_in_csv_row_order_even_with_existing_price
197,gc-d7beeda963dd,힐드로사이컨트리클럽,힐드로사이CC,힐드로사이,힐드로사이컨트리클럽,220000,240000,yes,included_in_csv_row_order_even_with_existing_price
198,gc-8322ca96ec3b,세이지우드CC홍천,세이지우드CC 홍천,세이지우드CC 홍천,세이지우드CC홍천,,,yes,included_in_csv_row_order
199,gc-690b34d2b582,샤인데일골프&리조트,샤인데일CC,샤인데일,샤인데일골프&리조트,160000,210000,yes,included_in_csv_row_order_even_with_existing_price
200,gc-568fcaa60a5e,카스카디아 골프클럽,카스카디아cc,카스카디아,카스카디아 골프클럽,280000,360000,yes,included_in_csv_row_order_even_with_existing_price
201,gc-bbf51fd6cc91,웰리힐리컨트리클럽,웰리힐리CC,웰리힐리,웰리힐리컨트리클럽,120000,200000,yes,included_in_csv_row_order_even_with_existing_price
202,gc-e494f9e1ff69,동원썬밸리컨트리클럽,동원썬밸리CC,동원썬밸리,동원썬밸리컨트리클럽,,,yes,included_in_csv_row_order
203,gc-17aba5f4eb83,알프스대영컨트리클럽,알프스대영cc,알프스대영,알프스대영컨트리클럽,,,yes,included_in_csv_row_order
204,gc-43114c6913bc,벨라스톤컨트리클럽,벨라스톤cc,벨라스톤,벨라스톤컨트리클럽,149000,189000,yes,included_in_csv_row_order_even_with_existing_price
205,gc-535182f1f0fa,올데이 옥스필드,옥스필드CC,옥스필드,올데이 옥스필드,89000,169000,yes,included_in_csv_row_order_even_with_existing_price
206,gc-908385d35939,동강시스타 골프장,동강시스타CC네이버페이,동강시스타CC네이버페이,동강시스타 골프장,80000,160000,yes,included_in_csv_row_order_even_with_existing_price
207,gc-98e23645d4c7,휘닉스 컨트리클럽,휘닉스 CC,휘닉스,휘닉스 컨트리클럽,150000,240000,yes,included_in_csv_row_order_even_with_existing_price
208,gc-716264430902,태기산 나인CC,,태기산 나인,태기산 나인CC,,,yes,included_in_csv_row_order
209,gc-2b5762bfc60c,알펜시아컨트리클럽,알펜시아cc,알펜시아,알펜시아컨트리클럽,,,yes,included_in_csv_row_order
210,gc-88fd5807de80,알펜시아 700골프클럽,알펜시아 700cc,알펜시아 700,알펜시아 700골프클럽,,,yes,included_in_csv_row_order
211,gc-658a43bb77b8,하이원컨트리클럽,하이원cc,하이원,하이원컨트리클럽,133000,170000,yes,included_in_csv_row_order_even_with_existing_price
212,gc-57059262e040,한탄강컨트리클럽,한탄강CC,한탄강,한탄강컨트리클럽,,,yes,included_in_csv_row_order
213,gc-af74a0cb154f,설악썬밸리컨트리클럽,설악썬밸리cc,설악썬밸리,설악썬밸리컨트리클럽,,,yes,included_in_csv_row_order
214,gc-da4ac7ff9f91,소노펠리체 컨트리클럽 델피노,소노펠리체CC 델피노,소노펠리체CC 델피노,소노펠리체 컨트리클럽 델피노,168000,189000,yes,included_in_csv_row_order_even_with_existing_price
215,gc-4454a258c3a6,파인리즈컨트리클럽,파인리즈CC,파인리즈,파인리즈컨트리클럽,65000,220000,yes,included_in_csv_row_order_even_with_existing_price
216,gc-318abdb864d5,설해원,,설해원,설해원,,,yes,included_in_csv_row_order
217,gc-9a7ff16abcee,한원컨트리클럽,한원CC,한원,한원컨트리클럽,220000,220000,yes,included_in_csv_row_order_even_with_existing_price
218,gc-897c73dbf41b,양지파인골프클럽,,양지파인,양지파인골프클럽,185000,205000,yes,included_in_csv_row_order_even_with_existing_price
219,gc-38b838344176,수원컨트리클럽,,수원,수원컨트리클럽,,,yes,included_in_csv_row_order
220,gc-c2ad879f8193,한성컨트리클럽,,한성,한성컨트리클럽,,,yes,included_in_csv_row_order
221,gc-254a1c054bbe,골드컨트리클럽,,골드,골드컨트리클럽,200000,290000,yes,included_in_csv_row_order_even_with_existing_price
222,gc-1475a1d902d7,남부컨트리클럽,,남부,남부컨트리클럽,,,yes,included_in_csv_row_order
223,gc-a53c3fecd592,신원CC,,신원,신원CC,,,yes,included_in_csv_row_order
224,gc-120c785ee7a3,은화삼컨트리클럽,,은화삼,은화삼컨트리클럽,,,yes,included_in_csv_row_order
225,gc-25de9ff08a30,아시아나컨트리클럽,,아시아나,아시아나컨트리클럽,,,yes,included_in_csv_row_order
226,gc-0086afc84101,코리아컨트리클럽,,코리아,코리아컨트리클럽,260000,300000,yes,included_in_csv_row_order_even_with_existing_price
227,gc-20c1df4aa8fb,지산컨트리클럽,,지산,지산컨트리클럽,,,yes,included_in_csv_row_order
228,gc-ab63350a5577,화산컨트리클럽,,화산,화산컨트리클럽,,,yes,included_in_csv_row_order
229,gc-8b59a320f132,한림용인CC,,한림용인,한림용인CC,170000,230000,yes,included_in_csv_row_order_even_with_existing_price
230,gc-748b687096d1,글렌로스 골프클럽,,글렌로스,글렌로스 골프클럽,290000,290000,yes,included_in_csv_row_order_even_with_existing_price
231,gc-928514cac4c6,용인CC,,용인,용인CC,175000,195000,yes,included_in_csv_row_order_even_with_existing_price
232,gc-c45d3f5d316d,써닝포인트 컨트리클럽,,써닝포인트,써닝포인트 컨트리클럽,195000,275000,yes,included_in_csv_row_order_even_with_existing_price
233,gc-f4bb9638f567,해솔리아 컨트리클럽,,해솔리아,해솔리아 컨트리클럽,200000,200000,yes,included_in_csv_row_order_even_with_existing_price
234,gc-af63c289d999,세현CC,,세현,세현CC,170000,280000,yes,included_in_csv_row_order_even_with_existing_price
235,gc-3b60b2dadb3f,뉴코리아 컨트리클럽,,뉴코리아,뉴코리아 컨트리클럽,,,yes,included_in_csv_row_order
236,gc-18640b625b94,올림픽 골프장,,올림픽,올림픽 골프장,160000,160000,yes,included_in_csv_row_order_even_with_existing_price
237,gc-41b5c15f44da,일산스프링힐스 컨트리클럽,,일산스프링힐스,일산스프링힐스 컨트리클럽,150000,165000,yes,included_in_csv_row_order_even_with_existing_price
238,gc-1faa083d0616,한양파인컨트리클럽,,한양파인,한양파인컨트리클럽,,,yes,included_in_csv_row_order
239,gc-210de13c89f8,남서울컨트리클럽,,남서울,남서울컨트리클럽,,,yes,included_in_csv_row_order
240,gc-4731f8c98a6d,리베라컨트리클럽,,리베라,리베라컨트리클럽,,,yes,included_in_csv_row_order
241,gc-7701abd77260,기흥컨트리클럽,,기흥,기흥컨트리클럽,,,yes,included_in_csv_row_order
242,gc-ee03e5ddbe9f,라비돌컨트리클럽,,라비돌,라비돌컨트리클럽,140000,145000,yes,included_in_csv_row_order_even_with_existing_price
243,gc-5ec5b76d3c22,화성골프클럽,,화성,화성골프클럽,110000,140000,yes,included_in_csv_row_order_even_with_existing_price
244,gc-c77232b99bd6,링크나인골프클럽,,링크나인,링크나인골프클럽,,,yes,included_in_csv_row_order
245,gc-24a9087d99d6,양주 컨트리클럽,,양주,양주 컨트리클럽,300000,300000,yes,included_in_csv_row_order_even_with_existing_price
246,gc-7471c8142b1e,비전힐스CC,,비전힐스,비전힐스CC,,,yes,included_in_csv_row_order
247,gc-01a5e4501db9,해비치 컨트리클럽,,해비치,해비치 컨트리클럽,202000,212000,yes,included_in_csv_row_order_even_with_existing_price
248,gc-29fa36946d15,남양주CC,,남양주,남양주CC,139000,199000,yes,included_in_csv_row_order_even_with_existing_price
249,gc-5e74f5c1f4b5,제일컨트리클럽,,제일,제일컨트리클럽,,,yes,included_in_csv_row_order
250,gc-df2b984b36c9,솔트베이 골프클럽,,솔트베이,솔트베이 골프클럽,,,yes,included_in_csv_row_order
251,gc-d5533edff8e8,아세코밸리골프클럽,,아세코밸리,아세코밸리골프클럽,,,yes,included_in_csv_row_order
252,gc-962dc7cafd46,서서울 컨트리클럽,,서서울,서서울 컨트리클럽,,,yes,included_in_csv_row_order
253,gc-0ab02fc6c813,서원밸리 골프장,,서원밸리,서원밸리 골프장,,,yes,included_in_csv_row_order
254,gc-fabeaa53a815,서원힐스 골프장,,서원힐스,서원힐스 골프장,,,yes,included_in_csv_row_order
255,gc-d5cd483c8c94,노스팜 컨트리클럽,,노스팜,노스팜 컨트리클럽,,,yes,included_in_csv_row_order
256,gc-d0e431ff250c,스마트KU 골프 파빌리온,,스마트KU 골프 파빌리온,스마트KU 골프 파빌리온,,,yes,included_in_csv_row_order
257,gc-e04bb1d7bba9,남촌컨트리클럽,,남촌,남촌컨트리클럽,,,yes,included_in_csv_row_order
258,gc-b37c66474de6,이스트밸리CC,,이스트밸리,이스트밸리CC,,,yes,included_in_csv_row_order
259,gc-bed5fc0dc1f2,그린힐 컨트리클럽,,그린힐,그린힐 컨트리클럽,,,yes,included_in_csv_row_order
260,gc-2fa514959418,강남300 컨트리클럽,,강남300,강남300 컨트리클럽,,,yes,included_in_csv_row_order
261,gc-4cbc2f4feecc,로제비앙GC,,로제비앙,로제비앙GC,,,yes,included_in_csv_row_order
262,gc-14e8979016a9,곤지암GC,,곤지암,곤지암GC,,,yes,included_in_csv_row_order
263,gc-f28133275bb9,중부컨트리클럽,,중부,중부컨트리클럽,,,yes,included_in_csv_row_order
264,gc-3c54aee76615,뉴서울컨트리클럽,,뉴서울,뉴서울컨트리클럽,,,yes,included_in_csv_row_order
265,gc-3e570fca0614,캐슬렉스골프클럽,,캐슬렉스,캐슬렉스골프클럽,,,yes,included_in_csv_row_order
266,gc-9944c1872c71,안양컨트리클럽,,안양,안양컨트리클럽,,,yes,included_in_csv_row_order
267,gc-9bb0cbe01084,송추 컨트리클럽,,송추,송추 컨트리클럽,,,yes,included_in_csv_row_order
268,gc-82563fee9804,에이치원 클럽,,에이치원 클럽,에이치원 클럽,280000,310000,yes,included_in_csv_row_order_even_with_existing_price
269,gc-eb40a22304aa,뉴스프링빌골프장,,뉴스프링빌,뉴스프링빌골프장,,,yes,included_in_csv_row_order
270,gc-b046571c4182,더반 골프클럽,더반GC,더반,더반 골프클럽,,,yes,included_in_csv_row_order
271,gc-085e92730123,웰링턴컨트리클럽,,웰링턴,웰링턴컨트리클럽,,,yes,included_in_csv_row_order
272,gc-d76bd69feda5,더크로스비골프클럽,,더크로스비,더크로스비골프클럽,250000,280000,yes,included_in_csv_row_order_even_with_existing_price
273,gc-152613ee89f3,골프클럽Q,,골프클럽Q,골프클럽Q,200000,250000,yes,included_in_csv_row_order_even_with_existing_price
274,gc-0151ec2b5b3a,마에스트로 CC,,마에스트로,마에스트로 CC,220000,230000,yes,included_in_csv_row_order_even_with_existing_price
275,gc-2c8ffe1e182d,신안컨트리클럽,,신안,신안컨트리클럽,,,yes,included_in_csv_row_order
276,gc-a026faeee8ac,윈체스트 골프클럽 대중,,윈체스트 골프클럽 대중,윈체스트 골프클럽 대중,,,yes,included_in_csv_row_order
277,gc-5062dbcbfa1c,포웰CC 안성,,포웰CC 안성,포웰CC 안성,120000,170000,yes,included_in_csv_row_order_even_with_existing_price
278,gc-16fca0551d98,한림안성,,한림안성,한림안성,90000,170000,yes,included_in_csv_row_order_even_with_existing_price
279,gc-5495f8d48bf7,에덴블루 컨트리클럽,,에덴블루,에덴블루 컨트리클럽,209000,229000,yes,included_in_csv_row_order_even_with_existing_price
280,gc-1f3e33adbac2,이글몬트CC,,이글몬트,이글몬트CC,160000,260000,yes,included_in_csv_row_order_even_with_existing_price
281,gc-b46ed64b80b6,필로스 골프클럽,,필로스,필로스 골프클럽,160000,180000,yes,included_in_csv_row_order_even_with_existing_price
282,gc-02352ab50684,일동레이크 골프클럽,,일동레이크,일동레이크 골프클럽,,,yes,included_in_csv_row_order
283,gc-f2158c0fa417,푸른솔 골프클럽 포천,,푸른솔 골프클럽 포천,푸른솔 골프클럽 포천,,,yes,included_in_csv_row_order
284,gc-564e2ae6067a,포천힐스 컨트리클럽,,포천힐스,포천힐스 컨트리클럽,,,yes,included_in_csv_row_order
285,gc-b7fd5ee009ca,포레스트힐 컨트리클럽,,포레스트힐,포레스트힐 컨트리클럽,110000,195000,yes,included_in_csv_row_order_even_with_existing_price
286,gc-7c76a7546834,샴발라 컨트리클럽,,샴발라,샴발라 컨트리클럽,150000,150000,yes,included_in_csv_row_order_even_with_existing_price
287,gc-81ecacc0ae41,라싸 골프클럽,라싸GC,라싸,라싸 골프클럽,,,yes,included_in_csv_row_order
288,gc-7ef394db717b,힐마루 골프앤리조트 포천,힐마루 골프앤리조트 포천,힐마루 골프앤리조트 포천,힐마루 골프앤리조트 포천,,,yes,included_in_csv_row_order
289,gc-5ca66aa29c0b,양평TPC GC,,양평TPC,양평TPC GC,160000,240000,yes,included_in_csv_row_order_even_with_existing_price
290,gc-88f7a6754606,YJC골프클럽,,YJC,YJC골프클럽,240000,270000,yes,included_in_csv_row_order_even_with_existing_price
291,gc-7e1dadf46eaa,소피아그린,,소피아그린,소피아그린,190000,220000,yes,included_in_csv_row_order_even_with_existing_price
292,gc-b55900a1fcf9,솔모로골프장,,솔모로,솔모로골프장,,,yes,included_in_csv_row_order
293,gc-c0e3c44b953c,아리지 골프장,,아리지,아리지 골프장,210000,250000,yes,included_in_csv_row_order_even_with_existing_price
294,gc-75ecca302d46,이포골프장,,이포,이포골프장,,,yes,included_in_csv_row_order
295,gc-d388a17be449,신라컨트리클럽,,신라,신라컨트리클럽,170000,210000,yes,included_in_csv_row_order_even_with_existing_price
296,gc-c6db7aa6cbe6,해슬리나인브릿지 컨트리클럽,,해슬리나인브릿지,해슬리나인브릿지 컨트리클럽,,,yes,included_in_csv_row_order
297,gc-30fa81244c96,세라지오GC,,세라지오,세라지오GC,,,yes,included_in_csv_row_order
298,gc-13ed08c1c42b,360도 컨트리클럽,,360도,360도 컨트리클럽,,,yes,included_in_csv_row_order
299,gc-417ae947fa4c,여주썬밸리 컨트리클럽,,여주썬밸리,여주썬밸리 컨트리클럽,,,yes,included_in_csv_row_order
300,gc-bd3f6011928e,페럼클럽,,페럼클럽,페럼클럽,235000,275000,yes,included_in_csv_row_order_even_with_existing_price
301,gc-41b908991867,ROUTE52CC,루트52CC,루트52,ROUTE52CC,70000,200000,yes,included_in_csv_row_order_even_with_existing_price
302,gc-79abd327c051,티클라우드컨트리클럽,,티클라우드,티클라우드컨트리클럽,,,yes,included_in_csv_row_order
303,gc-14a40331e62c,마이다스밸리 청평 골프클럽,,마이다스밸리 청평,마이다스밸리 청평 골프클럽,,,yes,included_in_csv_row_order
304,gc-b4f940680084,프리스틴밸리 골프클럽,,프리스틴밸리,프리스틴밸리 골프클럽,,,yes,included_in_csv_row_order
305,gc-f0e079a5a368,크리스탈밸리C.C,,크리스탈밸리,크리스탈밸리C.C,,,yes,included_in_csv_row_order
306,gc-068617149ff3,베뉴지CC,,베뉴지,베뉴지CC,,,yes,included_in_csv_row_order
307,gc-1635f231cd12,자유로컨트리클럽,,자유로,자유로컨트리클럽,,,yes,included_in_csv_row_order
308,gc-ba63455c375f,창원컨트리클럽,,창원,창원컨트리클럽,,,yes,included_in_csv_row_order
309,gc-bfc85ba9acd0,용원컨트리클럽,,용원,용원컨트리클럽,190000,215000,yes,included_in_csv_row_order_even_with_existing_price
310,gc-745bb2ca1c75,아라미르골프앤리조트,,아라미르골프앤,아라미르골프앤리조트,,,yes,included_in_csv_row_order
311,gc-25bf0a715d27,진주컨트리클럽,,진주,진주컨트리클럽,150000,175000,yes,included_in_csv_row_order_even_with_existing_price
312,gc-d052d2018eeb,삼삼컨트리클럽,,삼삼,삼삼컨트리클럽,,,yes,included_in_csv_row_order
313,gc-7c631a53804f,김해정산컨트리클럽,,김해정산,김해정산컨트리클럽,240000,240000,yes,included_in_csv_row_order_even_with_existing_price
314,gc-60d067e583df,포웰CC 김해,,포웰CC 김해,포웰CC 김해,140000,160000,yes,included_in_csv_row_order_even_with_existing_price
315,gc-57ce42c5a27d,리더스컨트리클럽,,리더스,리더스컨트리클럽,150000,175000,yes,included_in_csv_row_order_even_with_existing_price
316,gc-db7809fe87b9,밀양컨트리클럽,,밀양,밀양컨트리클럽,80000,80000,yes,included_in_csv_row_order_even_with_existing_price
317,gc-a33f55e2efe0,밀양노벨컨트리클럽,,밀양노벨,밀양노벨컨트리클럽,110000,110000,yes,included_in_csv_row_order_even_with_existing_price
318,gc-2b0f0302ba03,거제드비치골프클럽,,거제드비치,거제드비치골프클럽,110000,130000,yes,included_in_csv_row_order_even_with_existing_price
