row_index,id,name,change_name_to,primary_search_term,fallback_search_term,existing_price_min,existing_price_max,will_crawl,reason
319,gc-cc0251be98e6,거제뷰컨트리클럽,,거제뷰,거제뷰컨트리클럽,95000,129000,yes,included_in_csv_row_order_even_with_existing_price
320,gc-37a17c98d697,통도파인이스트컨트리클럽,,통도파인이스트,통도파인이스트컨트리클럽,,,yes,included_in_csv_row_order
321,gc-7031ce912de8,동부산컨트리클럽,,동부산,동부산컨트리클럽,,,yes,included_in_csv_row_order
322,gc-e85969d2e40c,에이원컨트리클럽,,에이원,에이원컨트리클럽,,,yes,included_in_csv_row_order
323,gc-68aed81d1384,양산컨트리클럽,,양산,양산컨트리클럽,160000,170000,yes,included_in_csv_row_order_even_with_existing_price
324,gc-e33531fed221,다이아몬드컨트리클럽,,다이아몬드,다이아몬드컨트리클럽,152000,180000,yes,included_in_csv_row_order_even_with_existing_price
325,gc-afaf2442a07f,양산동원로얄CC,,양산동원로얄,양산동원로얄CC,135000,170000,yes,included_in_csv_row_order_even_with_existing_price
326,gc-1a979a076b10,의령친환경골프장,,의령친환경,의령친환경골프장,,,yes,included_in_csv_row_order
327,gc-f2927c01eff1,의령 리온컨트리클럽,,의령 리온,의령 리온컨트리클럽,,,yes,included_in_csv_row_order
328,gc-5aff806af4f9,부곡컨트리클럽,,부곡,부곡컨트리클럽,160000,165000,yes,included_in_csv_row_order_even_with_existing_price
329,gc-5eecfb4b22ad,고성컨트리클럽,,고성,고성컨트리클럽,,,yes,included_in_csv_row_order
330,gc-11e571536868,아난티남해CC,,아난티남해,아난티남해CC,,,yes,included_in_csv_row_order
331,gc-a2ecc8249f1d,아난티남해GC,,아난티남해,아난티남해GC,,,yes,included_in_csv_row_order
332,gc-64e6bf7be0a4,경남스카이뷰CC,,경남스카이뷰,경남스카이뷰CC,119000,149000,yes,included_in_csv_row_order_even_with_existing_price
333,gc-993e536ad4ee,클럽디거창,,클럽디거창,클럽디거창,140000,140000,yes,included_in_csv_row_order_even_with_existing_price
334,gc-2a08fd4bdc5e,아델스코트 컨트리클럽,,아델스코트,아델스코트 컨트리클럽,,,yes,included_in_csv_row_order
335,gc-4b9a9d1f37d8,보문G.C,보문GC,보문,보문G.C,,,yes,included_in_csv_row_order
336,gc-6ec3dc97bc62,안강레전드G.C,안강레전드GC,안강레전드,안강레전드G.C,,,yes,included_in_csv_row_order
337,gc-94b561c2c97d,안동레이크골프클럽,,안동레이크,안동레이크골프클럽,130000,140000,yes,included_in_csv_row_order_even_with_existing_price
338,gc-addca096eb8a,인터불고컨트리클럽,,인터불고,인터불고컨트리클럽,150000,160000,yes,included_in_csv_row_order_even_with_existing_price
339,gc-96fce8122d04,펜타뷰골프클럽,,펜타뷰,펜타뷰골프클럽,95000,95000,yes,included_in_csv_row_order_even_with_existing_price
340,gc-8809b27cc2be,마스터피스CC,,마스터피스,마스터피스CC,145000,150000,yes,included_in_csv_row_order_even_with_existing_price
341,gc-043cdfb2fdcd,대가야CC,,대가야,대가야CC,,,yes,included_in_csv_row_order
342,gc-078c6e56af3a,마린CC,,마린,마린CC,133000,133000,yes,included_in_csv_row_order_even_with_existing_price
343,gc-abff7021616b,빛고을컨트리클럽,,빛고을,빛고을컨트리클럽,,,yes,included_in_csv_row_order
344,gc-96881a9924c5,어등산컨트리클럽,,어등산,어등산컨트리클럽,135000,160000,yes,included_in_csv_row_order_even_with_existing_price
345,gc-3b059ef8ec97,팔공컨트리클럽,,팔공,팔공컨트리클럽,140000,140000,yes,included_in_csv_row_order_even_with_existing_price
346,gc-7b7b0fc1d2dd,냉천컨트리클럽,,냉천,냉천컨트리클럽,,,yes,included_in_csv_row_order
347,gc-5164e33152d9,구니컨트리클럽,,구니,구니컨트리클럽,100000,100000,yes,included_in_csv_row_order_even_with_existing_price
348,gc-28ed803e0e26,유성컨트리클럽,,유성,유성컨트리클럽,,,yes,included_in_csv_row_order
349,gc-c9369c96907d,금실대덕밸리CC,,금실대덕밸리,금실대덕밸리CC,99000,135000,yes,included_in_csv_row_order_even_with_existing_price
350,gc-485bb35864fb,부산컨트리클럽,,부산,부산컨트리클럽,,,yes,included_in_csv_row_order
351,gc-38215b654b62,동래베네스트골프클럽,,동래베네스트,동래베네스트골프클럽,220000,270000,yes,included_in_csv_row_order_even_with_existing_price
352,gc-9262179bfeaa,하이스트컨트리클럽,,하이스트,하이스트컨트리클럽,105000,125000,yes,included_in_csv_row_order_even_with_existing_price
353,gc-2070c1511760,아시아드컨트리클럽,,아시아드,아시아드컨트리클럽,,,yes,included_in_csv_row_order
354,gc-0cacc131d4d7,해운대컨트리클럽,,해운대,해운대컨트리클럽,150000,150000,yes,included_in_csv_row_order_even_with_existing_price
355,gc-dceb317bb674,베이사이드골프클럽,,베이사이드,베이사이드골프클럽,,,yes,included_in_csv_row_order
356,gc-80348568c7d7,기장동원로얄컨트리클럽,,기장동원로얄,기장동원로얄컨트리클럽,110000,120000,yes,included_in_csv_row_order_even_with_existing_price
357,gc-4fba6a0ae29e,스톤게이트컨트리클럽,,스톤게이트,스톤게이트컨트리클럽,190000,190000,yes,included_in_csv_row_order_even_with_existing_price
358,gc-dd6fca373d1b,인서울27골프클럽,,인서울27,인서울27골프클럽,,,yes,included_in_csv_row_order
359,gc-2b09ff38b37c,세종에머슨컨트리클럽,,세종에머슨,세종에머슨컨트리클럽,,,yes,included_in_csv_row_order
360,gc-1e8879a575c1,세종레이캐슬골프&리조트,,세종레이캐슬골프&,세종레이캐슬골프&리조트,,,yes,included_in_csv_row_order
361,gc-312ef6603be3,보라골프장,,보라,보라골프장,250000,250000,yes,included_in_csv_row_order_even_with_existing_price
362,gc-bb197f80e910,베이스타즈CC,,베이스타즈,베이스타즈CC,130000,189000,yes,included_in_csv_row_order_even_with_existing_price
363,gc-442afb70220e,오르비스골프클럽,,오르비스,오르비스골프클럽,,,yes,included_in_csv_row_order
364,gc-fa1a5b7b0f98,인천국제컨트리클럽,,인천국제,인천국제컨트리클럽,,,yes,included_in_csv_row_order
365,gc-68bd427a4957,송도골프클럽,,송도,송도골프클럽,,,yes,included_in_csv_row_order
366,gc-60319bf1693c,인천그랜드컨트리클럽,인천그랜드CC,인천그랜드,인천그랜드컨트리클럽,220000,260000,yes,included_in_csv_row_order_even_with_existing_price
367,gc-fa55dbc73e9b,베어즈베스트청라골프클럽,베어즈베스트 청라GC,베어즈베스트 청라,베어즈베스트청라골프클럽,,,yes,included_in_csv_row_order
368,gc-781728826076,석모도컨트리클럽,,석모도,석모도컨트리클럽,,,yes,included_in_csv_row_order
369,gc-496303f3c77c,오렌지듄스 영종골프클럽,,오렌지듄스 영종,오렌지듄스 영종골프클럽,,,yes,included_in_csv_row_order
370,gc-868a31e611a3,강화 선두리 골프장,,강화 선두리,강화 선두리 골프장,,,yes,included_in_csv_row_order
371,gc-043ae5d51851,베르힐CC 영종,,베르힐CC 영종,베르힐CC 영종,270000,270000,yes,included_in_csv_row_order_even_with_existing_price
372,gc-4c57c6fd7298,디오션CC,,디오션,디오션CC,215000,215000,yes,included_in_csv_row_order_even_with_existing_price
373,gc-295d6bb19311,포라이즌,,포라이즌,포라이즌,204000,204000,yes,included_in_csv_row_order_even_with_existing_price
374,gc-95d86b96417d,파인힐스CC,,파인힐스,파인힐스CC,125000,155000,yes,included_in_csv_row_order_even_with_existing_price
375,gc-a4b9d0a94686,순천부영CC,,순천부영,순천부영CC,160000,160000,yes,included_in_csv_row_order_even_with_existing_price
376,gc-2042973e4c2d,나주힐스CC,,나주힐스,나주힐스CC,,,yes,included_in_csv_row_order
377,gc-e87bc5cc22aa,광양CC,,광양,광양CC,,,yes,included_in_csv_row_order
378,gc-1236a882f178,창평CC,,창평,창평CC,,,yes,included_in_csv_row_order
379,gc-98d4ad236944,레이나CC,,레이나,레이나CC,,,yes,included_in_csv_row_order
380,gc-353e04416544,죽향CC,,죽향,죽향CC,,,yes,included_in_csv_row_order
381,gc-7be0893151f7,광주CC,,광주,광주CC,,,yes,included_in_csv_row_order
382,gc-39d4525a34c6,옥과기안CC,,옥과기안,옥과기안CC,,,yes,included_in_csv_row_order
383,gc-8c40f9db402e,르오네뜨CC,,르오네뜨,르오네뜨CC,,,yes,included_in_csv_row_order
384,gc-496a04b9cf3f,보성CC,,보성,보성CC,105280,150400,yes,included_in_csv_row_order_even_with_existing_price
385,gc-2d39844d8485,보성에덴CC,,보성에덴,보성에덴CC,,,yes,included_in_csv_row_order
386,gc-658ae3503358,엘리체CC,,엘리체,엘리체CC,,,yes,included_in_csv_row_order
387,gc-ecd9077e6622,조아밸리CC,,조아밸리,조아밸리CC,,,yes,included_in_csv_row_order
388,gc-e8468ec9b024,무등산CC,무등산CC,무등산,무등산CC,,,yes,included_in_csv_row_order
389,gc-9885ff9a556f,JNJ골프리조트,,JNJ골프,JNJ골프리조트,122200,141000,yes,included_in_csv_row_order_even_with_existing_price
390,gc-437ea8156737,파인비치골프링크스,,파인비치골프링크스,파인비치골프링크스,220000,300000,yes,included_in_csv_row_order_even_with_existing_price
391,gc-5b534d8afc35,솔라시도CC,,솔라시도,솔라시도CC,120000,135000,yes,included_in_csv_row_order_even_with_existing_price
392,gc-068d49f9d08c,아크로CC,,아크로,아크로CC,100000,150000,yes,included_in_csv_row_order_even_with_existing_price
393,gc-138f4498623e,무안CC,,무안,무안CC,,,yes,included_in_csv_row_order
394,gc-a043a2488af5,클린밸리CC,,클린밸리,클린밸리CC,134000,134000,yes,included_in_csv_row_order_even_with_existing_price
395,gc-80a626b2053e,엘리체CC,,엘리체,엘리체CC,,,yes,included_in_csv_row_order
396,gc-e50b3c8c38c0,베르힐컨트리클럽,,베르힐,베르힐컨트리클럽,,,yes,included_in_csv_row_order
397,gc-cc31ca848991,웨스트오션CC,,웨스트오션,웨스트오션CC,115000,130000,yes,included_in_csv_row_order_even_with_existing_price
398,gc-db3f5634c5ee,백양우리CC,,백양우리,백양우리CC,130000,130000,yes,included_in_csv_row_order_even_with_existing_price
399,gc-0b047be49f03,전주월드컵골프장,,전주월드컵,전주월드컵골프장,,,yes,included_in_csv_row_order
400,gc-e66e37a5892a,익산컨트리클럽,,익산,익산컨트리클럽,,,yes,included_in_csv_row_order
401,gc-11d936495fd4,포세븐금강컨트리클럽,,포세븐금강,포세븐금강컨트리클럽,160000,190000,yes,included_in_csv_row_order_even_with_existing_price
402,gc-db9ee81a1a70,내장산골프&리조트,,내장산골프&,내장산골프&리조트,180000,180000,yes,included_in_csv_row_order_even_with_existing_price
403,gc-555dca97c252,남원상록골프장,,남원상록,남원상록골프장,150000,150000,yes,included_in_csv_row_order_even_with_existing_price
404,gc-93d79516b4dd,아네스빌CC,,아네스빌,아네스빌CC,,,yes,included_in_csv_row_order
405,gc-8cda6b72d361,김제스파힐스CC,,김제스파힐스,김제스파힐스CC,160000,160000,yes,included_in_csv_row_order_even_with_existing_price
406,gc-51bc2ed864d2,더나인골프클럽,,더나인,더나인골프클럽,119000,139000,yes,included_in_csv_row_order_even_with_existing_price
407,gc-3dc796a63edd,OKCC,,OK,OKCC,,,yes,included_in_csv_row_order
408,gc-af220a47e9ad,써미트CC,,써미트,써미트CC,,,yes,included_in_csv_row_order
409,gc-dede5bb789cf,무주덕유산CC,,무주덕유산,무주덕유산CC,180000,180000,yes,included_in_csv_row_order_even_with_existing_price
410,gc-6d636874e191,장수골프리조트,,장수골프,장수골프리조트,150400,150400,yes,included_in_csv_row_order_even_with_existing_price
411,gc-a2c85434539e,전주샹그릴라CC,,전주샹그릴라,전주샹그릴라CC,175000,180000,yes,included_in_csv_row_order_even_with_existing_price
412,gc-e6f654f8efb6,고창CC,,고창,고창CC,,,yes,included_in_csv_row_order
413,gc-8f5c8d0f5d46,석정힐CC,,석정힐,석정힐CC,140000,185000,yes,included_in_csv_row_order_even_with_existing_price
414,gc-c96a1655bd5c,타미우스cc,,타미우스,타미우스cc,,,yes,included_in_csv_row_order
415,gc-aff117457c45,라헨느CC,,라헨느,라헨느CC,120000,130000,yes,included_in_csv_row_order_even_with_existing_price
416,gc-ed4f10d4c149,볼카노골프앤리조트,,볼카노골프앤,볼카노골프앤리조트,,,yes,included_in_csv_row_order
417,gc-464e4a545027,에코랜드,에코랜드GC,에코랜드,에코랜드,,,yes,included_in_csv_row_order
418,gc-0e0131544801,라온골프클럽,라온CC,라온,라온골프클럽,135000,180000,yes,included_in_csv_row_order_even_with_existing_price
419,gc-84bb21f2b77e,크라운CC,,크라운,크라운CC,,,yes,included_in_csv_row_order
420,gc-5f82bbc964a8,더시에나CC,더 시에나CC,더 시에나,더시에나CC,175000,175000,yes,included_in_csv_row_order_even_with_existing_price
421,gc-d03e2b710be0,한라산CC,,한라산,한라산CC,,,yes,included_in_csv_row_order
422,gc-e0165d4e49cd,부영CC,,부영,부영CC,,,yes,included_in_csv_row_order
423,gc-7dcfb1b60ab9,서귀포팬텀 골프앤리조트,서귀포팬텀cc,서귀포팬텀,서귀포팬텀 골프앤리조트,130000,130000,yes,included_in_csv_row_order_even_with_existing_price
424,gc-c96f2da1a4dc,중문GC,중문CC,중문,중문GC,,,yes,included_in_csv_row_order
425,gc-a441de4b462a,더클래식CC,,더클래식,더클래식CC,,,yes,included_in_csv_row_order
426,gc-e401cda7a8ad,우정힐스 컨트리클럽,우정힐스CC,우정힐스,우정힐스 컨트리클럽,,,yes,included_in_csv_row_order
427,gc-7681bcbcf45d,천안상록 골프장,천안상록cc,천안상록,천안상록 골프장,,,yes,included_in_csv_row_order
428,gc-2c27b8854e6b,마론컨트리클럽,마론cc,마론,마론컨트리클럽,180000,180000,yes,included_in_csv_row_order_even_with_existing_price
429,gc-5631e69db45e,보령베이스CC,보령베이스CC,보령베이스,보령베이스CC,109000,109000,yes,included_in_csv_row_order_even_with_existing_price
430,gc-de2b5fc511da,에스앤 골프리조트,에스앤cc,에스앤,에스앤 골프리조트,85000,119000,yes,included_in_csv_row_order_even_with_existing_price
431,gc-c9dda49e7539,서산수 골프앤리조트,서산수cc,서산수,서산수 골프앤리조트,230000,240000,yes,included_in_csv_row_order_even_with_existing_price
432,gc-e3f0db78167a,더힐 컨트리클럽,더힐cc,더힐,더힐 컨트리클럽,70000,100000,yes,included_in_csv_row_order_even_with_existing_price
433,gc-c0cdb2271518,아리스타 CC,아리스타CC,아리스타,아리스타 CC,135000,155000,yes,included_in_csv_row_order_even_with_existing_price
434,gc-699579941cf6,파인스톤 컨트리클럽,파인스톤CC,파인스톤,파인스톤 컨트리클럽,,,yes,included_in_csv_row_order
435,gc-95696dbd5d40,파나시아 골프클럽,파나시아GC,파나시아,파나시아 골프클럽,,,yes,included_in_csv_row_order
436,gc-b48ba0827aa2,에딘버러 컨트리클럽,에딘버러CC,에딘버러,에딘버러 컨트리클럽,110000,200000,yes,included_in_csv_row_order_even_with_existing_price
437,gc-19f328d2bc87,백제컨트리클럽,백제CC,백제,백제컨트리클럽,100000,190000,yes,included_in_csv_row_order_even_with_existing_price
438,gc-bf183cd699c7,로얄링스 CC,로얄링스cc,로얄링스,로얄링스 CC,,,yes,included_in_csv_row_order
439,gc-167a7f95d402,솔라고CC,솔라고CC,솔라고,솔라고CC,120000,200000,yes,included_in_csv_row_order_even_with_existing_price
440,gc-04b372ccad13,내포골프클럽,내포골프클럽,내포,내포골프클럽,120000,140000,yes,included_in_csv_row_order_even_with_existing_price
441,gc-81f36c789316,그랜드cc,그랜드CC,그랜드,그랜드cc,140000,155000,yes,included_in_csv_row_order_even_with_existing_price
442,gc-6ea98adb1954,아난티 중앙골프클럽,아난티 중앙 골프클럽,아난티 중앙,아난티 중앙골프클럽,,,yes,included_in_csv_row_order
443,gc-a81df4ea7927,천 룡cc,천룡CC,천룡,천 룡cc,,,yes,included_in_csv_row_order
444,gc-8ccf3d19f9bb,세레니티cc,,세레니티,세레니티cc,130000,200000,yes,included_in_csv_row_order_even_with_existing_price
445,gc-ce7b0e81cf22,스 타cc,스타CC,스타,스 타cc,,,yes,included_in_csv_row_order
446,gc-760b850e4451,천 룡cc,천룡CC,천룡,천 룡cc,,,yes,included_in_csv_row_order
447,gc-ac8ec878e912,썬밸리cc,,썬밸리,썬밸리cc,,,yes,included_in_csv_row_order
448,gc-54e8d6f41d3b,중 원cc,중원CC,중원,중 원cc,,,yes,included_in_csv_row_order
449,gc-8ded1998e36a,히든밸리cc,,히든밸리,히든밸리cc,,,yes,included_in_csv_row_order
450,gc-663ebcd52f5e,골드나인cc,,골드나인,골드나인cc,,,yes,included_in_csv_row_order
451,gc-3d68f1ae46e5,센테리움cc,,센테리움,센테리움cc,109000,199000,yes,included_in_csv_row_order_even_with_existing_price
452,gc-f261ddd7cd1a,대호단양cc,,대호단양,대호단양cc,189000,189000,yes,included_in_csv_row_order_even_with_existing_price
453,gc-6bee4df56cf5,대영베이스cc,,대영베이스,대영베이스cc,,,yes,included_in_csv_row_order
454,gc-facbcadf0522,오창 에딘버러,,오창 에딘버러,오창 에딘버러,90000,130000,yes,included_in_csv_row_order_even_with_existing_price
455,gc-9c36390d43ba,이븐데일cc,,이븐데일,이븐데일cc,114000,175800,yes,included_in_csv_row_order_even_with_existing_price
456,gc-717efe03426f,킹즈락cc,,킹즈락,킹즈락cc,160000,195000,yes,included_in_csv_row_order_even_with_existing_price
457,gc-eec2e96ca1a7,젠스필드cc,,젠스필드,젠스필드cc,100000,110000,yes,included_in_csv_row_order_even_with_existing_price
458,gc-1cfb7d6583c7,대영힐스cc,,대영힐스,대영힐스cc,,,yes,included_in_csv_row_order
459,gc-617f2f73c737,진양밸리cc,,진양밸리,진양밸리cc,190000,240000,yes,included_in_csv_row_order_even_with_existing_price
460,gc-e02aaeea09ed,코스카cc,,코스카,코스카cc,105000,220000,yes,included_in_csv_row_order_even_with_existing_price
461,gc-914eaef995a0,클럽디속리산,속리산CC,속리산,클럽디속리산,130000,210000,yes,included_in_csv_row_order_even_with_existing_price
462,gc-2bace244ca44,동 촌cc,동촌CC,동촌,동 촌cc,80000,215000,yes,included_in_csv_row_order_even_with_existing_price
463,gc-0a89c1c9b286,세 일cc,모카컨트리클럽,모카,세 일cc,70000,189000,yes,included_in_csv_row_order_even_with_existing_price
464,gc-746ebce39dd0,클럽디보은,클럽디 보은,클럽디 보은,클럽디보은,90000,175000,yes,included_in_csv_row_order_even_with_existing_price
465,gc-ca6baf196057,올데이 골프앤리조트,올데이골프앤리조트,올데이골프앤,올데이 골프앤리조트,49000,149000,yes,included_in_csv_row_order_even_with_existing_price
466,gc-b86dec31683a,감곡CC,감곡CC,감곡,감곡CC,100000,220000,yes,included_in_csv_row_order_even_with_existing_price
467,gc-a8e246e93ac3,일라이트 컨트리클럽,일라이트CC,일라이트,일라이트 컨트리클럽,80000,190000,yes,included_in_csv_row_order_even_with_existing_price
468,gc-e14661a32922,일레븐cc,일레븐CC,일레븐,일레븐cc,80000,150000,yes,included_in_csv_row_order_even_with_existing_price
469,gc-8d9ee33d1f22,킹스데일cc,킹스데일GC,킹스데일,킹스데일cc,110000,240000,yes,included_in_csv_row_order_even_with_existing_price
470,gc-cf2911a3e910,음성 힐데스하임cc,힐데스하임CC,힐데스하임,음성 힐데스하임cc,70000,160000,yes,included_in_csv_row_order_even_with_existing_price
471,gc-736ecb0e589a,세레니티cc,세레니티cc,세레니티,세레니티cc,130000,275000,yes,included_in_csv_row_order_even_with_existing_price
472,gc-a043ad4dfcf6,서경타니CC,서경타니CC,서경타니,서경타니CC,,,yes,included_in_csv_row_order
473,gc-53f5c270575b,해피니스CC (대중제),해피니스CC (퍼블릭),해피니스,해피니스CC (대중제),60000,165000,yes,included_in_csv_row_order_even_with_existing_price
