id,name,region,city,address,query,source
gc-b46ed64b80b6,필로스 골프클럽,경기,포천시,경기도 포천시 일동면 운악청계로 1507,경기도 포천시 일동면 운악청계로 1507,public_data
gc-4884a38f1896,포천아도니스 C.C,경기,포천시,경기도 포천시 신북면 포천로 2499,경기도 포천시 신북면 포천로 2499,public_data
gc-e2614722e86e,포천아도니스 대중골프장,경기,포천시,경기도 포천시 신북면 포천로 2499,경기도 포천시 신북면 포천로 2499,public_data
gc-fb0d61e3914d,베어크리크골프클럽,경기,포천시,경기도 포천시 화현면 달인동로 35,경기도 포천시 화현면 달인동로 35,public_data
gc-1914b4243487,몽베르 컨트리클럽(회원제),경기,포천시,경기도 포천시 영북면 산정호수로 359-12,경기도 포천시 영북면 산정호수로 359-12,public_data
gc-9d709ff43c33,몽베르 컨트리클럽(비회원제),경기,포천시,경기도 포천시 영북면 산정호수로 359-13,경기도 포천시 영북면 산정호수로 359-13,public_data
gc-02352ab50684,일동레이크 골프클럽,경기,포천시,경기도 포천시 일동면 화동로 738,경기도 포천시 일동면 화동로 738,public_data
gc-d569726d2503,일동레이크대중제골프장,경기,포천시,경기도 포천시 일동면 화동로 738,경기도 포천시 일동면 화동로 738,public_data
gc-f2158c0fa417,푸른솔 골프클럽 포천,경기,포천시,경기도 포천시 가산면 금우로276,경기도 포천시 가산면 금우로276,public_data
gc-564e2ae6067a,포천힐스 컨트리클럽,경기,포천시,경기도 포천시 군내면 반월산성로 375번길 34,경기도 포천시 군내면 반월산성로 375번길 34,public_data
gc-b7fd5ee009ca,포레스트힐 컨트리클럽,경기,포천시,경기도 포천시 화현면 봉화로 253,경기도 포천시 화현면 봉화로 253,public_data
gc-825e9c261de2,참밸리 컨트리클럽,경기,포천시,경기도 포천시 삼육사로 1982,경기도 포천시 삼육사로 1982,public_data
gc-7c76a7546834,샴발라 컨트리클럽,경기,포천시,경기도 포천시 군내면 청군로 2856-93,경기도 포천시 군내면 청군로 2856-93,public_data
gc-81ecacc0ae41,라싸 골프클럽,경기,포천시,경기도 포천시 이동면 제비울2길 161,경기도 포천시 이동면 제비울2길 161,public_data
gc-7ef394db717b,힐마루 골프앤리조트 포천,경기,포천시,경기도 포천시 영중면 금화봉 4길 77-1,경기도 포천시 영중면 금화봉 4길 77-1,public_data
gc-a15f33b9f89a,더스타휴 컨트리클럽,경기,양평군,경기도 양평군 양동면 양동로 756,경기도 양평군 양동면 양동로 756,public_data
gc-5ca66aa29c0b,양평TPC GC,경기,양평군,경기도 양평군 지평면 대평평장길 113-8,경기도 양평군 지평면 대평평장길 113-8,public_data
gc-88f7a6754606,YJC골프클럽,경기,여주시,경기도 여주시 월평로 78,경기도 여주시 월평로 78,public_data
gc-59ee5f28d2c8,남여주대중골프장,경기,여주시,경기도 여주시 가여로 532,경기도 여주시 가여로 532,public_data
gc-7e1dadf46eaa,소피아그린,경기,여주시,경기도 여주시 점동면 소피아그린길 84,경기도 여주시 점동면 소피아그린길 84,public_data
gc-b55900a1fcf9,솔모로골프장,경기,여주시,경기도 여주시 가남읍 솔모로그린길 171,경기도 여주시 가남읍 솔모로그린길 171,public_data
gc-8a797fe2213a,금강컨트리클럽(회원),경기,여주시,경기도 여주시 가남읍 여주남로 541,경기도 여주시 가남읍 여주남로 541,public_data
gc-3f6cace5bf14,금강컨트리클럽(대중),경기,여주시,경기도 여주시 가남읍 여주남로 541,경기도 여주시 가남읍 여주남로 541,public_data
gc-51bfec26aa96,자유컨트리클럽,경기,여주시,경기도 여주시 가남읍 자유그린길 69,경기도 여주시 가남읍 자유그린길 69,public_data
gc-a862e6d054f2,빅토리아일반대중골프장,경기,여주시,경기도 여주시 가남읍 송삼로 191,경기도 여주시 가남읍 송삼로 191,public_data
gc-c0e3c44b953c,아리지 골프장,경기,여주시,경기도 여주시 가남읍 아리지그린길 68,경기도 여주시 가남읍 아리지그린길 68,public_data
gc-75ecca302d46,이포골프장,경기,여주시,경기도 여주시 금사면 장흥로 416,경기도 여주시 금사면 장흥로 416,public_data
gc-61ba4f976442,렉스필드 컨트리클럽(회원),경기,여주시,경기도 여주시 산북면 광여로 1115,경기도 여주시 산북면 광여로 1115,public_data
gc-657d8f5d1426,렉스필드 컨트리클럽(비회원),경기,여주시,경기도 여주시 산북면 광여로 1115,경기도 여주시 산북면 광여로 1115,public_data
gc-07b4c0178c39,블루헤런G.C,경기,여주시,경기도 여주시 대신면 고달사로 67,경기도 여주시 대신면 고달사로 67,public_data
gc-d388a17be449,신라컨트리클럽,경기,여주시,경기도 여주시 북내면 신라그린길 84,경기도 여주시 북내면 신라그린길 84,public_data
gc-ddb3947686d1,스카이밸리골프장(회원),경기,여주시,경기도 여주시 북내면 운촌길 254,경기도 여주시 북내면 운촌길 254,public_data
gc-6259847b3bba,스카이밸리골프장(비회원),경기,여주시,경기도 여주시 북내면 운촌길 254,경기도 여주시 북내면 운촌길 254,public_data
gc-2cf253808f7a,캐슬파인골프클럽,경기,여주시,경기도 여주시 강천면 부평로 580,경기도 여주시 강천면 부평로 580,public_data
gc-c6db7aa6cbe6,해슬리나인브릿지 컨트리클럽,경기,여주시,경기도 여주시 명품1로 76,경기도 여주시 명품1로 76,public_data
gc-30fa81244c96,세라지오GC,경기,여주시,경기도 여주시 여양로 530,경기도 여주시 여양로 530,public_data
gc-13ed08c1c42b,360도 컨트리클럽,경기,여주시,경기도 여주시 강천면 부평로 609,경기도 여주시 강천면 부평로 609,public_data
gc-417ae947fa4c,여주썬밸리 컨트리클럽,경기,여주시,경기도 여주시 강천면 강문로 872,경기도 여주시 강천면 강문로 872,public_data
gc-bd3f6011928e,페럼클럽,경기,여주시,경기도 여주시 점동면 점동로 181,경기도 여주시 점동면 점동로 181,public_data
gc-41b908991867,ROUTE52CC,경기,여주시,경기도 여주시 북내면 중암1길 36,경기도 여주시 북내면 중암1길 36,public_data
gc-79abd327c051,티클라우드컨트리클럽,경기,동두천시,경기도 동두천시 평화로 3202,경기도 동두천시 평화로 3202,public_data
gc-d14f87b6bb30,썬힐G.C,경기,가평군,경기도 가평군 조종면 운악청계로 809,경기도 가평군 조종면 운악청계로 809,public_data
gc-14a40331e62c,마이다스밸리 청평 골프클럽,경기,가평군,경기도 가평군 설악면 다락재로 73-111,경기도 가평군 설악면 다락재로 73-111,public_data
gc-b4f940680084,프리스틴밸리 골프클럽,경기,가평군,경기도 가평군 설악면 유명로 1243-199,경기도 가평군 설악면 유명로 1243-199,public_data
gc-aa2c41b33610,아난티클럽서울,경기,가평군,경기도 가평군 설악면 유명로 961-34,경기도 가평군 설악면 유명로 961-34,public_data
gc-a8d0095f2145,가평 베네스트G.C,경기,가평군,경기도 가평군 상면 둔덕말길 232,경기도 가평군 상면 둔덕말길 232,public_data
gc-f0e079a5a368,크리스탈밸리C.C,경기,가평군,경기도 가평군 상면 대보간선로 602-111,경기도 가평군 상면 대보간선로 602-111,public_data
gc-8503021b2f0d,리앤리C.C,경기,가평군,경기도 가평군 조종면 운악청계로 702-24,경기도 가평군 조종면 운악청계로 702-24,public_data
gc-068617149ff3,베뉴지CC,경기,가평군,경기도 가평군 가평읍 용추로 171번길 100,경기도 가평군 가평읍 용추로 171번길 100,public_data
gc-1635f231cd12,자유로컨트리클럽,경기,연천군,경기도 연천군 백학면 노아로297번길 179-55,경기도 연천군 백학면 노아로297번길 179-55,public_data
gc-ba63455c375f,창원컨트리클럽,경상,창원시,창원시 의창구 대봉로 137,창원컨트리클럽 창원시 의창구 대봉로 137,public_data
gc-bfc85ba9acd0,용원컨트리클럽,경상,창원시,창원시 진해구 가주로 133,용원컨트리클럽 창원시 진해구 가주로 133,public_data
gc-745bb2ca1c75,아라미르골프앤리조트,경상,창원시,창원시 진해구 수제로 36,아라미르골프앤리조트 창원시 진해구 수제로 36,public_data
gc-25bf0a715d27,진주컨트리클럽,경상,진주시,진주시 진성면 진성로 464번길 82,진주컨트리클럽 진주시 진성면 진성로 464번길 82,public_data
gc-d18fa63ecde3,통영동원로얄컨트리클럽,경상,통영시,통영시 산양읍 담안길 240,통영동원로얄컨트리클럽 통영시 산양읍 담안길 240,public_data
gc-d052d2018eeb,삼삼컨트리클럽,경상,사천시,사천시 축동면 화당산로 224,삼삼컨트리클럽 사천시 축동면 화당산로 224,public_data
gc-7c631a53804f,김해정산컨트리클럽,경상,김해시,김해시 주촌면 서부로 1637번길 299-194,김해정산컨트리클럽 김해시 주촌면 서부로 1637번길 299-194,public_data
gc-60d067e583df,포웰CC 김해,경상,김해시,김해시 진례면 고모로 134번길 54-49,포웰CC 김해 김해시 진례면 고모로 134번길 54-49,public_data
gc-49239d9192d1,김해상록컨트리클럽,경상,김해시,김해시 한림면 김해대로 974번길 198,김해상록컨트리클럽 김해시 한림면 김해대로 974번길 198,public_data
gc-57ce42c5a27d,리더스컨트리클럽,경상,밀양시,밀양시 활성로 455,리더스컨트리클럽 밀양시 활성로 455,public_data
gc-db7809fe87b9,밀양컨트리클럽,경상,밀양시,밀양시 부북면 전사포리 832,밀양컨트리클럽 밀양시 부북면 전사포리 832,public_data
gc-a33f55e2efe0,밀양노벨컨트리클럽,경상,밀양시,밀양시 단장면 단장로 946,밀양노벨컨트리클럽 밀양시 단장면 단장로 946,public_data
gc-2b0f0302ba03,거제드비치골프클럽,경상,거제시,거제시 장목면 거제북로 1573,거제드비치골프클럽 거제시 장목면 거제북로 1573,public_data
gc-cc0251be98e6,거제뷰컨트리클럽,경상,거제시,거제시 거제면 두동로 259-80,거제뷰컨트리클럽 거제시 거제면 두동로 259-80,public_data
gc-37a17c98d697,통도파인이스트컨트리클럽,경상,양산시,양산시 하북면 신평남부길 78-130,통도파인이스트컨트리클럽 양산시 하북면 신평남부길 78-130,public_data
gc-7031ce912de8,동부산컨트리클럽,경상,양산시,양산시 매곡외산로 282,동부산컨트리클럽 양산시 매곡외산로 282,public_data
gc-e85969d2e40c,에이원컨트리클럽,경상,양산시,양산시 덕명로 190,에이원컨트리클럽 양산시 덕명로 190,public_data
gc-68d69c3be5e4,에덴밸리컨트리클럽,경상,양산시,양산시 원동면 어실로 910,에덴밸리컨트리클럽 양산시 원동면 어실로 910,public_data
gc-68aed81d1384,양산컨트리클럽,경상,양산시,양산시 상북면 충렬로 687,양산컨트리클럽 양산시 상북면 충렬로 687,public_data
gc-e33531fed221,다이아몬드컨트리클럽,경상,양산시,양산시 상북면 공원로 305-391,다이아몬드컨트리클럽 양산시 상북면 공원로 305-391,public_data
gc-afaf2442a07f,양산동원로얄CC,경상,양산시,양산시 어실로 380-45,양산동원로얄CC 양산시 어실로 380-45,public_data
gc-1a979a076b10,의령친환경골프장,경상,의령군,의령군 의령읍 남강로 417,의령친환경골프장 의령군 의령읍 남강로 417,public_data
gc-f2927c01eff1,의령 리온컨트리클럽,경상,의령군,의령군 칠곡면 지굴산로 101-33,의령 리온컨트리클럽 의령군 칠곡면 지굴산로 101-33,public_data
gc-5aff806af4f9,부곡컨트리클럽,경상,창녕군,창녕군 부곡면 온천로 445,부곡컨트리클럽 창녕군 부곡면 온천로 445,public_data
gc-60336c4fc30b,고성노벨컨트리클럽,경상,고성군,고성군 회화면 회진로 567,고성노벨컨트리클럽 고성군 회화면 회진로 567,public_data
gc-5eecfb4b22ad,고성컨트리클럽,경상,고성군,고성군 고성읍 월평3길 250,고성컨트리클럽 고성군 고성읍 월평3길 250,public_data
gc-11e571536868,아난티남해CC,경상,남해군,남해군 남면 남서대로 1179번길 40-109,아난티남해CC 남해군 남면 남서대로 1179번길 40-109,public_data
gc-a2ecc8249f1d,아난티남해GC,경상,남해군,남해군 남면 남서대로 1179번길 40-109,아난티남해GC 남해군 남면 남서대로 1179번길 40-109,public_data
gc-69fe3eb3e177,사우스케이프오너스클럽,경상,남해군,남해군 창선면 흥선로 1545,사우스케이프오너스클럽 남해군 창선면 흥선로 1545,public_data
gc-64e6bf7be0a4,경남스카이뷰CC,경상,함양군,함양군 서상면 소로길 226,경남스카이뷰CC 함양군 서상면 소로길 226,public_data
gc-cd6b63162f39,거창친환경대중골프장,경상,거창군,거창군 가조면 우륵길 410-284,거창친환경대중골프장 거창군 가조면 우륵길 410-284,public_data
gc-993e536ad4ee,클럽디거창,경상,거창군,거창군 신원면 덕산리 산 13번지,클럽디거창 거창군 신원면 덕산리 산 13번지,public_data
gc-2a08fd4bdc5e,아델스코트 컨트리클럽,경상,합천군,합천군 가야면 가조가야로 1916-35,아델스코트 컨트리클럽 합천군 가야면 가조가야로 1916-35,public_data
gc-dd8a710bd41c,청하이스턴C.C,경상,포항시,경상북도 포항시 청하면 용산길 94,경상북도 포항시 청하면 용산길 94,public_data
gc-9c3aa425a935,포항C.C,경상,포항시,경상북도 포항시 송라면 동해대로 2751번길 123,경상북도 포항시 송라면 동해대로 2751번길 123,public_data
gc-4fc6d117b7f4,경주신라C.C,경상,경주시,경상북도 경주시 보문로 319,경상북도 경주시 보문로 319,public_data
gc-4b9a9d1f37d8,보문G.C,경상,경주시,경상북도 경주시 보문로 182-14,경상북도 경주시 보문로 182-14,public_data
gc-a1d37ac059d4,경주C.C,경상,경주시,경상북도 경주시 보문로 182-98,경상북도 경주시 보문로 182-98,public_data
gc-4826ba3e38b9,마우나오션C.C,경상,경주시,경상북도 경주시 양남면 동남로 982,경상북도 경주시 양남면 동남로 982,public_data
gc-16c25d6f3f20,마우나오션블루,경상,경주시,경상북도 경주시 양남면 동남로 982,경상북도 경주시 양남면 동남로 982,public_data
gc-eb9124b06908,가든골프클럽,경상,경주시,경상북도 경주시 불국로 289-17,경상북도 경주시 불국로 289-17,public_data
gc-130f7b88bcf3,우리G.C,경상,경주시,경상북도 경주시 양남면 동남로 972,경상북도 경주시 양남면 동남로 972,public_data
gc-881d18bae24f,디아너스C.C,경상,경주시,경상북도 경주시 보불로 391,경상북도 경주시 보불로 391,public_data
gc-e67c48835b2a,선리치G.C,경상,경주시,경상북도 경주시 안강읍 검단장골길 181-17,경상북도 경주시 안강읍 검단장골길 181-17,public_data
gc-6ec3dc97bc62,안강레전드G.C,경상,경주시,경상북도 경주시 안강읍 낙산길 85,경상북도 경주시 안강읍 낙산길 85,public_data
gc-d69bb1cfadc7,이스트힐C.C,경상,경주시,경상북도 경주시 양남면 외남로 1377,경상북도 경주시 양남면 외남로 1377,public_data
gc-6b7f785d4813,힐스카이C.C,경상,경주시,경상북도 경주시 천북면 천강로 412-299,경상북도 경주시 천북면 천강로 412-299,public_data
gc-bd2c2f813e31,애플밸리C.C,경상,김천시,경상북도 김천시 어모면 작점로 606,경상북도 김천시 어모면 작점로 606,public_data
gc-1e3e002ab2ce,포도C.C,경상,김천시,경상북도 김천시 구성면 남김천대로 2532,경상북도 김천시 구성면 남김천대로 2532,public_data
gc-8894492ab1a6,남안동C.C,경상,안동시,경상북도 안동시 일직면 풍일로 1887,경상북도 안동시 일직면 풍일로 1887,public_data
gc-9adfe4aa2a07,안동리버힐C.C,경상,안동시,경상북도 안동시 풍천면 풍일로 1572,경상북도 안동시 풍천면 풍일로 1572,public_data
gc-94b561c2c97d,안동레이크골프클럽,경상,안동시,경상북도 안동시 관광단지로 316,경상북도 안동시 관광단지로 316,public_data
gc-ddc7e02567ba,구미C.C,경상,구미시,경상북도 구미시 장천면 송백로 229,경상북도 구미시 장천면 송백로 229,public_data
gc-dac303292dae,오펠G.C,경상,영천시,경상북도 영천시 고경면 호국로 1221-24,경상북도 영천시 고경면 호국로 1221-24,public_data
gc-f7e7bf534d31,영천C.C,경상,영천시,경상북도 영천시 임고면 방목길 34-2,경상북도 영천시 임고면 방목길 34-2,public_data
gc-206bb0d5628c,시엘G.C,경상,영천시,경상북도 영천시 청통면 청통로 334-41,경상북도 영천시 청통면 청통로 334-41,public_data
gc-91f353d46004,블루원상주골프리조트,경상,상주시,경상북도 상주시 모서면 화현3길 127,경상북도 상주시 모서면 화현3길 127,public_data
gc-1730ca5fe304,뉴스프링빌Ⅱ,경상,상주시,경상북도 상주시 모서면 백화로 40,경상북도 상주시 모서면 백화로 40,public_data
gc-77f7a5893fb0,문경레저타운골프장,경상,문경시,경상북도 문경시 마성면 문경골프장길 240,경상북도 문경시 마성면 문경골프장길 240,public_data
gc-fe29a1584040,대구C.C,경상,경산시,경상북도 경산시 진량읍 일연로 718-42,경상북도 경산시 진량읍 일연로 718-42,public_data
gc-addca096eb8a,인터불고컨트리클럽,경상,경산시,경상북도 경산시 삼성현로 614-26,경상북도 경산시 삼성현로 614-26,public_data
gc-5607a255716b,파라지오C.C,경상,의성군,경상북도 의성군 봉양면 농공마전길 167,경상북도 의성군 봉양면 농공마전길 167,public_data
gc-c781c317ede3,오션비치C.C,경상,영덕군,경상북도 영덕군 강구면 동해대로 4265-43,경상북도 영덕군 강구면 동해대로 4265-43,public_data
gc-911caf331754,그레이스C.C,경상,청도군,경상북도 청도군 이서면 서녁길 91,경상북도 청도군 이서면 서녁길 91,public_data
gc-29c208d17553,오션힐스청도G.C,경상,청도군,경상북도 청도군 매전면 곰티로 370-204,경상북도 청도군 매전면 곰티로 370-204,public_data
gc-96fce8122d04,펜타뷰골프클럽,경상,청도군,경상북도 청도군 금천면 금천로 709,경상북도 청도군 금천면 금천로 709,public_data
gc-0665bc0c6cce,유니밸리C.C,경상,고령군,경상북도 고령군 고령읍 일량로 588,경상북도 고령군 고령읍 일량로 588,public_data
gc-8809b27cc2be,마스터피스CC,경상,고령군,경상북도 고령군 쌍림면 산막길 47-80,경상북도 고령군 쌍림면 산막길 47-80,public_data
gc-043cdfb2fdcd,대가야CC,경상,고령군,경상북도 고령군 대가야읍 대가야로 1103,경상북도 고령군 대가야읍 대가야로 1103,public_data
gc-385ee578118d,다산 샤인힐CC,경상,고령군,경상북도 고령군 다산면 벌지로 175-115,경상북도 고령군 다산면 벌지로 175-115,public_data
gc-66dd9ef01893,파미힐스C.C,경상,칠곡군,경상북도 칠곡군 왜관읍 봉계로 263,경상북도 칠곡군 왜관읍 봉계로 263,public_data
gc-e2e76f635c4a,세븐밸리C.C,경상,칠곡군,경상북도 칠곡군 왜관읍 봉계3길 180,경상북도 칠곡군 왜관읍 봉계3길 180,public_data
gc-bc41a2489944,칠곡아이위시C.C,경상,칠곡군,경상북도 칠곡군 기산면 노석1길 49-112,경상북도 칠곡군 기산면 노석1길 49-112,public_data
gc-a1c00071e4b8,한맥C.C&노블리아,경상,예천군,경상북도 예천군 호명면 한맥골프장길 72,경상북도 예천군 호명면 한맥골프장길 72,public_data
gc-078c6e56af3a,마린CC,경상,울진군,경상북도 울진군 매화면 매화로 115-99,경상북도 울진군 매화면 매화로 115-99,public_data
gc-abff7021616b,빛고을컨트리클럽,전라,남구,광주광역시 남구 효우로 153(노대동),광주광역시 남구 효우로 153(노대동),public_data
gc-2159121d90f9,에콜리안광산골프장,전라,광산구,광주광역시 광산구 오목내길 26(연산동),광주광역시 광산구 오목내길 26(연산동),public_data
gc-96881a9924c5,어등산컨트리클럽,전라,광산구,광주광역시 광산구 무진대로 31(운수동),광주광역시 광산구 무진대로 31(운수동),public_data
gc-3b059ef8ec97,팔공컨트리클럽,경상,동구,대구광역시 동구 팔공산로 237길 186,대구광역시 동구 팔공산로 237길 186,public_data
gc-7b7b0fc1d2dd,냉천컨트리클럽,경상,달성군,대구광역시 달성군 가창면 가창로 1037-9,대구광역시 달성군 가창면 가창로 1037-9,public_data
gc-5164e33152d9,구니컨트리클럽,경상,군위군,대구광역시 군위군 군위읍 도군로 2450,대구광역시 군위군 군위읍 도군로 2450,public_data
gc-15dd2e00d6c7,오펠골프클럽,경상,군위군,대구광역시 군위군 산성면 부흥로 227,대구광역시 군위군 산성면 부흥로 227,public_data
gc-7b483fb0f2d1,이지스카이컨트리클럽,경상,군위군,대구광역시 군위군 군위읍 대흥1길 48-100,대구광역시 군위군 군위읍 대흥1길 48-100,public_data
gc-28ed803e0e26,유성컨트리클럽,충청,대전,대전 유성구 현충원로 200(덕명동 215-7번지),유성컨트리클럽 대전 유성구 현충원로 200(덕명동 215-7번지),public_data
gc-4906278997cc,대덕복지센터,충청,대전,대전 유성구 유성대로 1689번길 69(전민동 463번지),대덕복지센터 대전 유성구 유성대로 1689번길 69(전민동 463번지),public_data
gc-c9369c96907d,금실대덕밸리CC,충청,대전,대전 유성구 테크노중앙로 210(용산동 676번지),금실대덕밸리CC 대전 유성구 테크노중앙로 210(용산동 676번지),public_data
gc-485bb35864fb,부산컨트리클럽,경상,금정구,부산광역시 금정구 중앙대로2327번길 11,부산광역시 금정구 중앙대로2327번길 11,public_data
gc-38215b654b62,동래베네스트골프클럽,경상,금정구,부산광역시 금정구 하정로 66,부산광역시 금정구 하정로 66,public_data
gc-9262179bfeaa,하이스트컨트리클럽,경상,강서구,부산광역시 강서구 과학산단1로 172,부산광역시 강서구 과학산단1로 172,public_data
gc-de756338755f,해라컨트리클럽,경상,강서구,부산광역시 강서구 과학산단로 306번길 77,부산광역시 강서구 과학산단로 306번길 77,public_data
gc-2070c1511760,아시아드컨트리클럽,경상,기장군,부산광역시 기장군 일광읍 차양길 26,부산광역시 기장군 일광읍 차양길 26,public_data
gc-0cacc131d4d7,해운대컨트리클럽,경상,기장군,부산광역시 기장군 정관면 병산2로 265,부산광역시 기장군 정관면 병산2로 265,public_data
gc-dceb317bb674,베이사이드골프클럽,경상,기장군,부산광역시 기장군 일광읍 이천8길 100,부산광역시 기장군 일광읍 이천8길 100,public_data
gc-a9d6992e56d4,해운대비치골프앤리조트,경상,기장군,부산광역시 기장군 기장읍 대변로 74,부산광역시 기장군 기장읍 대변로 74,public_data
gc-80348568c7d7,기장동원로얄컨트리클럽,경상,기장군,부산광역시 기장군 기장읍 반송로 1345-52,부산광역시 기장군 기장읍 반송로 1345-52,public_data
gc-4fba6a0ae29e,스톤게이트컨트리클럽,경상,기장군,부산광역시 기장군 일광읍 곡천길 317,부산광역시 기장군 일광읍 곡천길 317,public_data
gc-dd6fca373d1b,인서울27골프클럽,서울,강서구,서울특별시 강서구 오정로 443-198,서울특별시 강서구 오정로 443-198,public_data
gc-2b09ff38b37c,세종에머슨컨트리클럽,충청,전의면,세종특별자치시 전의면 운주산로 1510,세종특별자치시 전의면 운주산로 1510,public_data
gc-dc3aed15fe4c,건설공제조합세종필드골프클럽,충청,정안세종로,세종특별자치시 정안세종로  1569,세종특별자치시 정안세종로  1569,public_data
gc-1e8879a575c1,세종레이캐슬골프&리조트,충청,전의면,세종특별자치시 전의면 의당전의로 252,세종특별자치시 전의면 의당전의로 252,public_data
gc-312ef6603be3,보라골프장,경상,울주군,울주군 삼동면 삼동로 404,보라골프장 울주군 삼동면 삼동로 404,public_data
gc-8c92f9985671,삼남골프장,경상,울주군,울주군 삼남면 방기가천로 179,삼남골프장 울주군 삼남면 방기가천로 179,public_data
gc-9407b216837c,더골프골프장,경상,울주군,울주군 서생면 용연길 206-52,더골프골프장 울주군 서생면 용연길 206-52,public_data
gc-3d725200e925,울산골프장,경상,울주군,울주군 웅촌면 웅촌로 1,울산골프장 울주군 웅촌면 웅촌로 1,public_data
gc-bb197f80e910,베이스타즈CC,경상,북구,북구 미포산업로 800,베이스타즈CC 북구 미포산업로 800,public_data
gc-442afb70220e,오르비스골프클럽,경상,울주군,울주군 온양읍 망양리 산14-9,오르비스골프클럽 울주군 온양읍 망양리 산14-9,public_data
gc-fa1a5b7b0f98,인천국제컨트리클럽,경기,인천시,인천시 서구 도요지로 37,인천시 서구 도요지로 37,public_data
gc-68bd427a4957,송도골프클럽,경기,인천시,인천시 연수구 능허대로 236,송도골프클럽 인천시 연수구 능허대로 236,public_data
gc-60319bf1693c,인천그랜드컨트리클럽,경기,인천시,인천시 서구 원석로 195,인천그랜드컨트리클럽 인천시 서구 원석로 195,public_data
gc-b0d53a657195,클럽72(바다),경기,인천시,인천시 중구 공항동로 392,클럽72(바다) 인천시 중구 공항동로 392,public_data
gc-a7bb99a4bcec,클럽72(하늘),경기,인천시,인천시 중구 공항동로135번길 267,클럽72(하늘) 인천시 중구 공항동로135번길 267,public_data
gc-fa55dbc73e9b,베어즈베스트청라골프클럽,경기,인천시,인천시 서구 청라대로 316번길 45,베어즈베스트청라골프클럽 인천시 서구 청라대로 316번길 45,public_data
gc-781728826076,석모도컨트리클럽,경기,인천시,인천시 강화군 어류정길 177,석모도컨트리클럽 인천시 강화군 어류정길 177,public_data
gc-496303f3c77c,오렌지듄스 영종골프클럽,경기,인천시,인천시 중구 운서동 2850-43번지 일원,오렌지듄스 영종골프클럽 인천시 중구 운서동 2850-43번지 일원,public_data
gc-868a31e611a3,강화 선두리 골프장,경기,인천시,인천시 강화군 해안남로 474번길 59,강화 선두리 골프장 인천시 강화군 해안남로 474번길 59,public_data
gc-043ae5d51851,베르힐CC 영종,경기,인천시,인천시 중구 한상중앙로 66(중산동),베르힐CC 영종 인천시 중구 한상중앙로 66(중산동),public_data
gc-4c57c6fd7298,디오션CC,전라,전남,전남 여수시 화양면 안포리 1917,디오션CC 전남 여수시 화양면 안포리 1917,public_data
gc-349a94f1be3f,세이지우드 여수경도,전라,전남,전남 여수시 대경도길 111,전남 여수시 대경도길 111,public_data
gc-295d6bb19311,포라이즌,전라,전남,전남 순천시 별량면 오실길 333,포라이즌 전남 순천시 별량면 오실길 333,public_data
gc-95d86b96417d,파인힐스CC,전라,전남,전남 순천시 주암면 송강사길 99,파인힐스CC 전남 순천시 주암면 송강사길 99,public_data
gc-dfddaf985536,순천CC,전라,전남,전남 순천시 별량면 동화사길 85,순천CC 전남 순천시 별량면 동화사길 85,public_data
gc-a4b9d0a94686,순천부영CC,전라,전남,전남 순천시 해룡면 신대로 188,순천부영CC 전남 순천시 해룡면 신대로 188,public_data
gc-dcb20414b48e,나주CC,전라,전남,전남 나주시 공산면 상방신포길 154-32,나주CC 전남 나주시 공산면 상방신포길 154-32,public_data
gc-2042973e4c2d,나주힐스CC,전라,전남,전남 나주시 공산면 삼방신포길 160-27,나주힐스CC 전남 나주시 공산면 삼방신포길 160-27,public_data
gc-e87bc5cc22aa,광양CC,전라,전남,전남 광양시 가야로 223,광양CC 전남 광양시 가야로 223,public_data
gc-1236a882f178,창평CC,전라,전남,전남 담양군 창평면 오강리 27-2,창평CC 전남 담양군 창평면 오강리 27-2,public_data
gc-98d4ad236944,레이나CC,전라,전남,전남 담양군 담양읍 깊은실길 169,레이나CC 전남 담양군 담양읍 깊은실길 169,public_data
gc-353e04416544,죽향CC,전라,전남,전남 담양군 창평면 창평로 159,죽향CC 전남 담양군 창평면 창평로 159,public_data
gc-7be0893151f7,광주CC,전라,전남,전남 곡성군 옥과면 입면로 455,광주CC 전남 곡성군 옥과면 입면로 455,public_data
gc-39d4525a34c6,옥과기안CC,전라,전남,전남 곡성군 옥과면 소룡리 427-2,옥과기안CC 전남 곡성군 옥과면 소룡리 427-2,public_data
gc-8c40f9db402e,르오네뜨CC,전라,전남,전남 곡성군 오산면 오산로 819-126,르오네뜨CC 전남 곡성군 오산면 오산로 819-126,public_data
gc-496a04b9cf3f,보성CC,전라,전남,전남 보성군 조성면 대곡리 1117,보성CC 전남 보성군 조성면 대곡리 1117,public_data
gc-2d39844d8485,보성에덴CC,전라,전남,전남 보성군 보성읍 쾌상리 1385,보성에덴CC 전남 보성군 보성읍 쾌상리 1385,public_data
gc-658ae3503358,엘리체CC,전라,전남,전남 화순군 춘양면 장곡길 55,엘리체CC 전남 화순군 춘양면 장곡길 55,public_data
gc-a6fee0f415b7,화순CC,전라,전남,전남 화순군 도곡면 천태로 1000-151,전남 화순군 도곡면 천태로 1000-151,public_data
gc-ecd9077e6622,조아밸리CC,전라,전남,전남 화순군 도곡면 고인돌2로 450,전남 화순군 도곡면 고인돌2로 450,public_data
